# Iteration, E/spin, M/spin
64, -0.3579297,  0.2421875
65, -0.3502734,  0.2812500
66, -0.3751563,  0.3066406
67, -0.3655859,  0.3007812
68, -0.3732422,  0.3242188
69, -0.3770703,  0.3417969
70, -0.3875977,  0.3300781
71, -0.3837695,  0.3574219
72, -0.3828125,  0.3515625
73, -0.3875977,  0.3710938
74, -0.3780273,  0.3828125
75, -0.3923828,  0.4355469
76, -0.3856836,  0.4316406
77, -0.3885547,  0.4062500
78, -0.3914258,  0.4179688
79, -0.3847266,  0.3984375
80, -0.3895117,  0.3789062
81, -0.3923828,  0.3554688
82, -0.3770703,  0.3691406
83, -0.3665430,  0.3710938
84, -0.3684570,  0.3710938
85, -0.3722852,  0.3964844
86, -0.3694141,  0.4296875
87, -0.3636719,  0.4707031
88, -0.3722852,  0.4765625
89, -0.3875977,  0.4628906
90, -0.3923828,  0.4824219
91, -0.3636719,  0.4921875
92, -0.3866406,  0.5175781
93, -0.3808984,  0.4960938
94, -0.3818555,  0.4960938
95, -0.3914258,  0.5058594
96, -0.3981250,  0.5058594
97, -0.3761133,  0.4804688
98, -0.3579297,  0.4628906
99, -0.3627148,  0.4609375
100, -0.3761133,  0.4746094
101, -0.3847266,  0.4902344
102, -0.3770703,  0.5078125
103, -0.3904688,  0.5078125
104, -0.3914258,  0.5292969
105, -0.3904688,  0.5039062
106, -0.3923828,  0.5097656
107, -0.3799414,  0.5156250
108, -0.3990820,  0.5332031
109, -0.3952539,  0.5234375
110, -0.3799414,  0.4902344
111, -0.3952539,  0.5292969
112, -0.3885547,  0.5253906
113, -0.3971680,  0.5390625
114, -0.4019531,  0.5351562
115, -0.4019531,  0.5585938
116, -0.3923828,  0.5703125
117, -0.4076953,  0.5703125
118, -0.3952539,  0.5917969
119, -0.3875977,  0.6054688
120, -0.3713281,  0.5761719
121, -0.3808984,  0.5800781
122, -0.3655859,  0.5566406
123, -0.3675000,  0.5410156
124, -0.3722852,  0.5390625
125, -0.3818555,  0.5429688
126, -0.3923828,  0.5390625
127, -0.3837695,  0.5234375
128, -0.3818555,  0.5566406
129, -0.3761133,  0.5781250
130, -0.3885547,  0.5664062
131, -0.3971680,  0.6230469
132, -0.4019531,  0.6230469
133, -0.4019531,  0.6230469
134, -0.3885547,  0.5937500
135, -0.3952539,  0.5859375
136, -0.3875977,  0.5683594
137, -0.3598438,  0.5937500
138, -0.3675000,  0.5996094
139, -0.3837695,  0.6113281
140, -0.3914258,  0.6171875
141, -0.3847266,  0.5800781
142, -0.3684570,  0.5449219
143, -0.3627148,  0.5546875
144, -0.3636719,  0.5917969
145, -0.3770703,  0.6210938
146, -0.3789844,  0.6367188
147, -0.4009961,  0.6523438
148, -0.3761133,  0.6464844
149, -0.3741992,  0.6328125
150, -0.3713281,  0.6542969
151, -0.3655859,  0.6093750
152, -0.3856836,  0.6289062
153, -0.3808984,  0.6464844
154, -0.3703711,  0.6093750
155, -0.3675000,  0.6230469
156, -0.3761133,  0.6484375
157, -0.3904688,  0.6562500
158, -0.3808984,  0.6894531
159, -0.3732422,  0.6855469
160, -0.3942969,  0.6875000
161, -0.3981250,  0.7187500
162, -0.4191797,  0.7500000
163, -0.4086523,  0.7421875
164, -0.3818555,  0.6972656
165, -0.4038672,  0.7285156
166, -0.4038672,  0.7304688
167, -0.3981250,  0.7343750
168, -0.4182227,  0.7949219
169, -0.4201367,  0.8007812
170, -0.4153516,  0.7949219
171, -0.4163086,  0.7851562
172, -0.3923828,  0.7207031
173, -0.4038672,  0.7226562
174, -0.4048242,  0.7226562
175, -0.3904688,  0.6699219
176, -0.3789844,  0.6816406
177, -0.3866406,  0.6875000
178, -0.4000391,  0.7011719
179, -0.4029102,  0.6933594
180, -0.4038672,  0.7207031
181, -0.4057813,  0.7500000
182, -0.4210938,  0.7773438
183, -0.4201367,  0.7988281
184, -0.4143945,  0.7871094
185, -0.4249219,  0.7910156
186, -0.4239648,  0.7851562
187, -0.4191797,  0.7714844
188, -0.4191797,  0.7773438
189, -0.3818555,  0.7460938
190, -0.3722852,  0.7207031
191, -0.3856836,  0.7285156
192, -0.3818555,  0.7207031
193, -0.4000391,  0.7265625
194, -0.3952539,  0.7109375
195, -0.3971680,  0.7011719
196, -0.4048242,  0.7070312
197, -0.4076953,  0.6933594
198, -0.3923828,  0.6992188
199, -0.4000391,  0.7109375
200, -0.3914258,  0.7304688
201, -0.3990820,  0.7578125
202, -0.3971680,  0.7812500
203, -0.3990820,  0.7988281
204, -0.4048242,  0.8222656
205, -0.4009961,  0.8085938
206, -0.3866406,  0.7597656
207, -0.3885547,  0.7460938
208, -0.3952539,  0.7382812
209, -0.4057813,  0.7656250
210, -0.3942969,  0.7480469
211, -0.3933398,  0.7402344
212, -0.3990820,  0.7656250
213, -0.4057813,  0.7695312
214, -0.3847266,  0.7441406
215, -0.3885547,  0.7636719
216, -0.4105664,  0.7929688
217, -0.3981250,  0.7929688
218, -0.4029102,  0.7636719
219, -0.4048242,  0.7812500
220, -0.3962109,  0.7792969
221, -0.3875977,  0.7929688
222, -0.4019531,  0.8007812
223, -0.3990820,  0.7792969
224, -0.3962109,  0.8027344
225, -0.4096094,  0.8164062
226, -0.4096094,  0.8222656
227, -0.4124805,  0.8300781
228, -0.4105664,  0.8398438
229, -0.3885547,  0.7871094
230, -0.3904688,  0.7949219
231, -0.3942969,  0.7949219
232, -0.3952539,  0.8007812
233, -0.3895117,  0.7929688
234, -0.3875977,  0.7753906
235, -0.3942969,  0.8144531
236, -0.4029102,  0.8046875
237, -0.3971680,  0.8281250
238, -0.4019531,  0.8261719
239, -0.4191797,  0.8730469
240, -0.4143945,  0.8671875
241, -0.4230078,  0.8750000
242, -0.4019531,  0.8437500
243, -0.4067383,  0.8574219
244, -0.4115234,  0.8710938
245, -0.4306641,  0.9062500
246, -0.4335352,  0.9023438
247, -0.4172656,  0.8828125
248, -0.4191797,  0.9003906
249, -0.4153516,  0.8867188
250, -0.4143945,  0.8945312
251, -0.4067383,  0.8769531
252, -0.4172656,  0.8906250
253, -0.4297070,  0.8964844
254, -0.4249219,  0.8964844
255, -0.4249219,  0.8867188
256, -0.4297070,  0.8925781
257, -0.4124805,  0.8691406
258, -0.4038672,  0.8457031
259, -0.4096094,  0.8691406
260, -0.4172656,  0.8574219
261, -0.4057813,  0.8535156
262, -0.4115234,  0.8593750
263, -0.4057813,  0.8554688
264, -0.4191797,  0.8867188
265, -0.4048242,  0.8769531
266, -0.4086523,  0.8593750
267, -0.4048242,  0.8593750
268, -0.4297070,  0.8925781
269, -0.4239648,  0.8964844
270, -0.4076953,  0.8769531
271, -0.4210938,  0.8964844
272, -0.4344922,  0.9238281
273, -0.4268359,  0.9101562
274, -0.4153516,  0.9062500
275, -0.4134375,  0.9023438
276, -0.4344922,  0.9238281
277, -0.4383203,  0.9296875
278, -0.4239648,  0.9160156
279, -0.4344922,  0.9218750
280, -0.4344922,  0.9179688
281, -0.4354492,  0.9218750
282, -0.4373633,  0.9375000
283, -0.4440625,  0.9472656
284, -0.4277930,  0.9179688
285, -0.4182227,  0.9101562
286, -0.4038672,  0.8789062
287, -0.4067383,  0.8808594
288, -0.4364063,  0.9238281
289, -0.4364063,  0.9238281
290, -0.4143945,  0.8906250
291, -0.4277930,  0.9218750
292, -0.4402344,  0.9355469
293, -0.4325781,  0.9355469
294, -0.4201367,  0.9003906
295, -0.4220508,  0.9003906
296, -0.4210938,  0.9121094
297, -0.4124805,  0.9023438
298, -0.4172656,  0.9082031
299, -0.4239648,  0.9101562
300, -0.4344922,  0.9296875
301, -0.4306641,  0.9199219
302, -0.4182227,  0.8847656
303, -0.4239648,  0.8906250
304, -0.4325781,  0.9023438
305, -0.4383203,  0.9140625
306, -0.4258789,  0.8984375
307, -0.4124805,  0.8925781
308, -0.4172656,  0.8964844
309, -0.4029102,  0.8906250
310, -0.4076953,  0.8847656
311, -0.4134375,  0.8808594
312, -0.4163086,  0.8867188
313, -0.4134375,  0.9062500
314, -0.4297070,  0.9277344
315, -0.4450195,  0.9375000
316, -0.4373633,  0.9394531
317, -0.4268359,  0.9042969
318, -0.4191797,  0.8925781
319, -0.4450195,  0.9257812
320, -0.4287500,  0.9082031
321, -0.4038672,  0.8750000
322, -0.4163086,  0.9042969
323, -0.4277930,  0.9101562
324, -0.4383203,  0.9316406
325, -0.4431055,  0.9296875
326, -0.4268359,  0.9160156
327, -0.4316211,  0.9218750
328, -0.4210938,  0.9101562
329, -0.4182227,  0.8925781
330, -0.4143945,  0.9042969
331, -0.4201367,  0.9140625
332, -0.4143945,  0.9082031
333, -0.4258789,  0.9101562
334, -0.4134375,  0.8925781
335, -0.4009961,  0.8847656
336, -0.4172656,  0.8945312
337, -0.4182227,  0.9023438
338, -0.4163086,  0.8984375
339, -0.4220508,  0.9101562
340, -0.4143945,  0.9023438
341, -0.4287500,  0.9179688
342, -0.4249219,  0.9082031
343, -0.4277930,  0.9160156
344, -0.4325781,  0.9277344
345, -0.4392773,  0.9375000
346, -0.4325781,  0.9238281
347, -0.4210938,  0.9101562
348, -0.4392773,  0.9355469
349, -0.4431055,  0.9414062
350, -0.4392773,  0.9394531
351, -0.4316211,  0.9238281
352, -0.4239648,  0.9160156
353, -0.4143945,  0.9042969
354, -0.4143945,  0.9062500
355, -0.4067383,  0.8867188
356, -0.4316211,  0.9082031
357, -0.4239648,  0.9023438
358, -0.4297070,  0.9160156
359, -0.4316211,  0.9199219
360, -0.4287500,  0.9003906
361, -0.4268359,  0.9101562
362, -0.4143945,  0.8925781
363, -0.4057813,  0.8574219
364, -0.3904688,  0.8535156
365, -0.4048242,  0.8730469
366, -0.4029102,  0.8710938
367, -0.4019531,  0.8652344
368, -0.4019531,  0.8496094
369, -0.4067383,  0.8691406
370, -0.4048242,  0.8691406
371, -0.4191797,  0.9042969
372, -0.4191797,  0.9062500
373, -0.4249219,  0.9121094
374, -0.4143945,  0.8828125
375, -0.4230078,  0.9042969
376, -0.4268359,  0.9160156
377, -0.4277930,  0.9218750
378, -0.4258789,  0.9199219
379, -0.4124805,  0.8867188
380, -0.4182227,  0.8984375
381, -0.4268359,  0.9140625
382, -0.4249219,  0.9042969
383, -0.4009961,  0.8652344
384, -0.4076953,  0.8769531
385, -0.4086523,  0.8789062
386, -0.4172656,  0.9023438
387, -0.4172656,  0.8964844
388, -0.4191797,  0.9023438
389, -0.4115234,  0.8945312
390, -0.4182227,  0.8867188
391, -0.4153516,  0.8964844
392, -0.4124805,  0.8945312
393, -0.4076953,  0.8886719
394, -0.4086523,  0.8945312
395, -0.4115234,  0.8867188
396, -0.4096094,  0.8847656
397, -0.4392773,  0.9335938
398, -0.4287500,  0.9179688
399, -0.4383203,  0.9335938
400, -0.4383203,  0.9296875
401, -0.4335352,  0.9335938
402, -0.4220508,  0.9179688
403, -0.4488477,  0.9453125
404, -0.4335352,  0.9218750
405, -0.4459766,  0.9433594
406, -0.4316211,  0.9277344
407, -0.4287500,  0.9238281
408, -0.4287500,  0.9218750
409, -0.4306641,  0.9218750
410, -0.4115234,  0.8906250
411, -0.4115234,  0.8925781
412, -0.4115234,  0.9023438
413, -0.4019531,  0.8789062
414, -0.4230078,  0.9121094
415, -0.4105664,  0.8925781
416, -0.4210938,  0.9062500
417, -0.4153516,  0.8925781
418, -0.4172656,  0.9003906
419, -0.4009961,  0.8750000
420, -0.4029102,  0.8750000
421, -0.4076953,  0.8945312
422, -0.4105664,  0.8710938
423, -0.4096094,  0.8847656
424, -0.4038672,  0.8750000
425, -0.4076953,  0.8730469
426, -0.4009961,  0.8828125
427, -0.4172656,  0.9121094
428, -0.4230078,  0.9042969
429, -0.4297070,  0.9042969
430, -0.4287500,  0.9199219
431, -0.4239648,  0.9160156
432, -0.4249219,  0.9218750
433, -0.4258789,  0.9160156
434, -0.4239648,  0.9160156
435, -0.4172656,  0.9023438
436, -0.4392773,  0.9316406
437, -0.4277930,  0.9218750
438, -0.4249219,  0.9121094
439, -0.4258789,  0.9179688
440, -0.4172656,  0.9121094
441, -0.4344922,  0.9335938
442, -0.4517188,  0.9453125
443, -0.4450195,  0.9375000
444, -0.4344922,  0.9257812
445, -0.4210938,  0.9199219
446, -0.4105664,  0.9042969
447, -0.4210938,  0.9140625
448, -0.4048242,  0.8789062
449, -0.3990820,  0.8730469
450, -0.4210938,  0.9003906
451, -0.4421484,  0.9316406
452, -0.4172656,  0.9042969
453, -0.4086523,  0.8847656
454, -0.4153516,  0.8945312
455, -0.4249219,  0.8945312
456, -0.4230078,  0.8945312
457, -0.4220508,  0.8964844
458, -0.4239648,  0.8964844
459, -0.4268359,  0.9082031
460, -0.4153516,  0.9003906
461, -0.4067383,  0.8828125
462, -0.4105664,  0.8867188
463, -0.4076953,  0.8613281
464, -0.4029102,  0.8496094
465, -0.3866406,  0.8320312
466, -0.4038672,  0.8613281
467, -0.4009961,  0.8593750
468, -0.4009961,  0.8671875
469, -0.4153516,  0.8984375
470, -0.4201367,  0.8984375
471, -0.4096094,  0.8828125
472, -0.3962109,  0.8457031
473, -0.3856836,  0.8144531
474, -0.3885547,  0.8125000
475, -0.3885547,  0.8007812
476, -0.4000391,  0.8320312
477, -0.4096094,  0.8496094
478, -0.4000391,  0.8417969
479, -0.4038672,  0.8496094
480, -0.3875977,  0.8398438
481, -0.4009961,  0.8515625
482, -0.4029102,  0.8593750
483, -0.4029102,  0.8554688
484, -0.4009961,  0.8417969
485, -0.3808984,  0.8164062
486, -0.3923828,  0.8183594
487, -0.3780273,  0.7910156
488, -0.3942969,  0.8183594
489, -0.3875977,  0.8183594
490, -0.3942969,  0.8066406
491, -0.4067383,  0.8281250
492, -0.4057813,  0.8242188
493, -0.4210938,  0.8828125
494, -0.4057813,  0.8789062
495, -0.4009961,  0.8671875
496, -0.3962109,  0.8535156
497, -0.4076953,  0.8671875
498, -0.4134375,  0.8710938
499, -0.4048242,  0.8613281
500, -0.4124805,  0.8808594
501, -0.4210938,  0.8886719
502, -0.4105664,  0.8710938
503, -0.4201367,  0.8945312
504, -0.4096094,  0.8847656
505, -0.4210938,  0.8984375
506, -0.4249219,  0.9160156
507, -0.4230078,  0.9042969
508, -0.4086523,  0.8828125
509, -0.4344922,  0.9238281
510, -0.4277930,  0.9238281
511, -0.4163086,  0.9082031
512, -0.4230078,  0.9042969
513, -0.4124805,  0.8789062
514, -0.4411914,  0.9199219
515, -0.4306641,  0.9101562
516, -0.4373633,  0.9101562
517, -0.4306641,  0.9003906
518, -0.4096094,  0.8886719
519, -0.4096094,  0.8847656
520, -0.4297070,  0.9101562
521, -0.4191797,  0.9003906
522, -0.4268359,  0.9218750
523, -0.4297070,  0.9218750
524, -0.4210938,  0.9140625
525, -0.4201367,  0.9082031
526, -0.3962109,  0.8691406
527, -0.4048242,  0.8593750
528, -0.3990820,  0.8476562
529, -0.4086523,  0.8554688
530, -0.4038672,  0.8378906
531, -0.4029102,  0.8515625
532, -0.3942969,  0.8378906
533, -0.4096094,  0.8652344
534, -0.4009961,  0.8339844
535, -0.4230078,  0.8769531
536, -0.4268359,  0.8984375
537, -0.4268359,  0.8886719
538, -0.4392773,  0.8984375
539, -0.4316211,  0.8828125
540, -0.4306641,  0.8906250
541, -0.4201367,  0.8789062
542, -0.4220508,  0.8906250
543, -0.4297070,  0.9179688
544, -0.4239648,  0.9062500
545, -0.4105664,  0.8808594
546, -0.4220508,  0.9082031
547, -0.4354492,  0.9257812
548, -0.4306641,  0.9296875
549, -0.4182227,  0.8984375
550, -0.4201367,  0.9101562
551, -0.4411914,  0.9433594
552, -0.4402344,  0.9433594
553, -0.4392773,  0.9375000
554, -0.4364063,  0.9296875
555, -0.4220508,  0.9199219
556, -0.4402344,  0.9414062
557, -0.4440625,  0.9335938
558, -0.4344922,  0.9257812
559, -0.4287500,  0.9179688
560, -0.4277930,  0.9179688
561, -0.4411914,  0.9414062
562, -0.4421484,  0.9414062
563, -0.4440625,  0.9492188
564, -0.4316211,  0.9296875
565, -0.4249219,  0.9199219
566, -0.4459766,  0.9414062
567, -0.4383203,  0.9375000
568, -0.4545898,  0.9589844
569, -0.4478906,  0.9511719
570, -0.4421484,  0.9433594
571, -0.4297070,  0.9199219
572, -0.4163086,  0.9082031
573, -0.4172656,  0.9082031
574, -0.4258789,  0.9218750
575, -0.4277930,  0.9218750
576, -0.4201367,  0.9101562
577, -0.4220508,  0.9082031
578, -0.4258789,  0.9179688
579, -0.4230078,  0.9082031
580, -0.4143945,  0.8847656
581, -0.4143945,  0.9003906
582, -0.4172656,  0.9101562
583, -0.4105664,  0.8847656
584, -0.4182227,  0.9023438
585, -0.4239648,  0.9082031
586, -0.4268359,  0.9121094
587, -0.4258789,  0.8964844
588, -0.4153516,  0.8828125
589, -0.4191797,  0.8847656
590, -0.4009961,  0.8574219
591, -0.3990820,  0.8730469
592, -0.4038672,  0.8710938
593, -0.3895117,  0.8496094
594, -0.3971680,  0.8691406
595, -0.3952539,  0.8671875
596, -0.4019531,  0.8867188
597, -0.4029102,  0.8750000
598, -0.4019531,  0.8828125
599, -0.4134375,  0.9023438
600, -0.4364063,  0.9277344
601, -0.4316211,  0.9238281
602, -0.4383203,  0.9238281
603, -0.4354492,  0.9199219
604, -0.4316211,  0.9160156
605, -0.4153516,  0.8828125
606, -0.4258789,  0.9042969
607, -0.4191797,  0.8847656
608, -0.4201367,  0.8730469
609, -0.4249219,  0.8769531
610, -0.4143945,  0.8828125
611, -0.4220508,  0.9003906
612, -0.4048242,  0.8769531
613, -0.4239648,  0.8964844
614, -0.4124805,  0.8867188
615, -0.4134375,  0.8828125
616, -0.4239648,  0.9023438
617, -0.4143945,  0.8906250
618, -0.4143945,  0.8906250
619, -0.4143945,  0.9042969
620, -0.4268359,  0.9082031
621, -0.4220508,  0.9042969
622, -0.4153516,  0.8730469
623, -0.4306641,  0.8867188
624, -0.4249219,  0.8984375
625, -0.4163086,  0.9042969
626, -0.4287500,  0.9062500
627, -0.4048242,  0.8730469
628, -0.4230078,  0.9082031
629, -0.4191797,  0.9023438
630, -0.4335352,  0.9257812
631, -0.4306641,  0.9199219
632, -0.4258789,  0.9199219
633, -0.4277930,  0.9277344
634, -0.4220508,  0.9140625
635, -0.4392773,  0.9394531
636, -0.4143945,  0.9023438
637, -0.4105664,  0.8925781
638, -0.4038672,  0.8847656
639, -0.4191797,  0.9042969
640, -0.4191797,  0.9062500
641, -0.4316211,  0.9199219
642, -0.4373633,  0.9316406
643, -0.4354492,  0.9238281
644, -0.4220508,  0.9082031
645, -0.4105664,  0.8769531
646, -0.4210938,  0.8964844
647, -0.4239648,  0.9121094
648, -0.4153516,  0.8984375
649, -0.4239648,  0.9003906
650, -0.4277930,  0.8867188
651, -0.4086523,  0.8730469
652, -0.4038672,  0.8730469
653, -0.4163086,  0.8769531
654, -0.4000391,  0.8632812
655, -0.4153516,  0.8906250
656, -0.4048242,  0.8769531
657, -0.4249219,  0.8984375
658, -0.4115234,  0.8808594
659, -0.4143945,  0.8906250
660, -0.4268359,  0.8750000
661, -0.4287500,  0.9218750
662, -0.4306641,  0.9082031
663, -0.4210938,  0.9179688
664, -0.4163086,  0.9121094
665, -0.3933398,  0.8789062
666, -0.3990820,  0.8828125
667, -0.4182227,  0.9003906
668, -0.4220508,  0.9101562
669, -0.4306641,  0.9238281
670, -0.4287500,  0.9160156
671, -0.4325781,  0.9179688
672, -0.4354492,  0.9375000
673, -0.4191797,  0.9140625
674, -0.4325781,  0.9296875
675, -0.4325781,  0.9199219
676, -0.4364063,  0.9257812
677, -0.4210938,  0.9062500
678, -0.4210938,  0.9121094
679, -0.4124805,  0.8945312
680, -0.4268359,  0.9101562
681, -0.4239648,  0.9140625
682, -0.4182227,  0.9042969
683, -0.4019531,  0.8847656
684, -0.3981250,  0.8808594
685, -0.4143945,  0.8847656
686, -0.4191797,  0.8847656
687, -0.4076953,  0.8789062
688, -0.4067383,  0.8750000
689, -0.4096094,  0.9003906
690, -0.4143945,  0.9101562
691, -0.4191797,  0.9101562
692, -0.4354492,  0.9179688
693, -0.4230078,  0.9140625
694, -0.4316211,  0.9257812
695, -0.4277930,  0.9199219
696, -0.4115234,  0.8906250
697, -0.4086523,  0.8808594
698, -0.4096094,  0.8886719
699, -0.4210938,  0.8906250
700, -0.4124805,  0.8828125
701, -0.4096094,  0.8769531
702, -0.4163086,  0.8769531
703, -0.4096094,  0.8886719
704, -0.4201367,  0.9042969
705, -0.4134375,  0.8925781
706, -0.4086523,  0.8808594
707, -0.4143945,  0.8886719
708, -0.4153516,  0.8789062
709, -0.4019531,  0.8574219
710, -0.3971680,  0.8476562
711, -0.4067383,  0.8652344
712, -0.4076953,  0.8789062
713, -0.4201367,  0.8886719
714, -0.4201367,  0.8925781
715, -0.4115234,  0.8867188
716, -0.3971680,  0.8789062
717, -0.4153516,  0.9023438
718, -0.4210938,  0.8984375
719, -0.4115234,  0.8984375
720, -0.4201367,  0.9062500
721, -0.4210938,  0.9023438
722, -0.4268359,  0.9101562
723, -0.4124805,  0.8769531
724, -0.4230078,  0.8964844
725, -0.4182227,  0.9003906
726, -0.4000391,  0.8789062
727, -0.4230078,  0.9003906
728, -0.4277930,  0.8925781
729, -0.4287500,  0.8925781
730, -0.4143945,  0.8691406
731, -0.4306641,  0.8730469
732, -0.4297070,  0.8847656
733, -0.4268359,  0.8847656
734, -0.4383203,  0.9082031
735, -0.4306641,  0.9003906
736, -0.4402344,  0.9121094
737, -0.4191797,  0.9121094
738, -0.4172656,  0.9121094
739, -0.4268359,  0.9238281
740, -0.4210938,  0.9101562
741, -0.4143945,  0.8984375
742, -0.4191797,  0.9140625
743, -0.4402344,  0.9433594
744, -0.4421484,  0.9433594
745, -0.4268359,  0.9238281
746, -0.4287500,  0.9140625
747, -0.4249219,  0.9179688
748, -0.4325781,  0.9316406
749, -0.4220508,  0.9179688
750, -0.4153516,  0.9003906
751, -0.4163086,  0.9042969
752, -0.4172656,  0.8925781
753, -0.3971680,  0.8750000
754, -0.4143945,  0.8945312
755, -0.4009961,  0.8691406
756, -0.4048242,  0.8750000
757, -0.3875977,  0.8574219
758, -0.4134375,  0.8906250
759, -0.4287500,  0.9179688
760, -0.4297070,  0.9277344
761, -0.4153516,  0.9062500
762, -0.4163086,  0.9101562
763, -0.4115234,  0.8984375
764, -0.4230078,  0.8945312
765, -0.4124805,  0.8750000
766, -0.3933398,  0.8515625
767, -0.3933398,  0.8496094
768, -0.3847266,  0.8164062
769, -0.3789844,  0.8007812
770, -0.3828125,  0.7968750
771, -0.4086523,  0.8378906
772, -0.4249219,  0.8593750
773, -0.4172656,  0.8457031
774, -0.4153516,  0.8730469
775, -0.4220508,  0.8886719
776, -0.4335352,  0.9121094
777, -0.4191797,  0.9042969
778, -0.4249219,  0.9140625
779, -0.4029102,  0.8886719
780, -0.4048242,  0.8925781
781, -0.4163086,  0.8906250
782, -0.4201367,  0.9003906
783, -0.4325781,  0.9257812
784, -0.4297070,  0.9218750
785, -0.4306641,  0.9277344
786, -0.4517188,  0.9570312
787, -0.4450195,  0.9316406
788, -0.4163086,  0.8750000
789, -0.4086523,  0.8515625
790, -0.4191797,  0.8730469
791, -0.4153516,  0.8867188
792, -0.4115234,  0.8906250
793, -0.4153516,  0.9003906
794, -0.4076953,  0.8886719
795, -0.4029102,  0.8925781
796, -0.4373633,  0.9199219
797, -0.4210938,  0.9082031
798, -0.4555469,  0.9570312
799, -0.4306641,  0.9257812
800, -0.4306641,  0.9238281
801, -0.4411914,  0.9316406
802, -0.4440625,  0.9394531
803, -0.4411914,  0.9375000
804, -0.4306641,  0.9218750
805, -0.4306641,  0.9140625
806, -0.4163086,  0.9082031
807, -0.4124805,  0.9062500
808, -0.4249219,  0.9238281
809, -0.4392773,  0.9375000
810, -0.4249219,  0.9179688
811, -0.4115234,  0.8925781
812, -0.4201367,  0.9023438
813, -0.4182227,  0.9062500
814, -0.4124805,  0.9062500
815, -0.4210938,  0.9121094
816, -0.4143945,  0.9003906
817, -0.4249219,  0.9199219
818, -0.4191797,  0.9023438
819, -0.4115234,  0.8808594
820, -0.3885547,  0.8613281
821, -0.4000391,  0.8515625
822, -0.4009961,  0.8476562
823, -0.3866406,  0.8398438
824, -0.4076953,  0.8613281
825, -0.4105664,  0.8632812
826, -0.4067383,  0.8652344
827, -0.4048242,  0.8535156
828, -0.4096094,  0.8496094
829, -0.4268359,  0.8867188
830, -0.4210938,  0.8945312
831, -0.4287500,  0.9042969
832, -0.4258789,  0.8945312
833, -0.4287500,  0.9023438
834, -0.4268359,  0.9062500
835, -0.4172656,  0.8691406
836, -0.4057813,  0.8515625
837, -0.4029102,  0.8437500
838, -0.4153516,  0.8496094
839, -0.4134375,  0.8535156
840, -0.4115234,  0.8515625
841, -0.4210938,  0.8906250
842, -0.4096094,  0.8613281
843, -0.4000391,  0.8378906
844, -0.3981250,  0.8613281
845, -0.3971680,  0.8398438
846, -0.4019531,  0.8671875
847, -0.4115234,  0.8945312
848, -0.4124805,  0.8906250
849, -0.4230078,  0.8945312
850, -0.4297070,  0.9121094
851, -0.4134375,  0.8808594
852, -0.4230078,  0.9082031
853, -0.4220508,  0.9121094
854, -0.4364063,  0.9375000
855, -0.4297070,  0.9238281
856, -0.4325781,  0.9218750
857, -0.4210938,  0.9101562
858, -0.4220508,  0.8964844
859, -0.4249219,  0.9003906
860, -0.4191797,  0.9003906
861, -0.4239648,  0.9140625
862, -0.4402344,  0.9296875
863, -0.4335352,  0.9218750
864, -0.4364063,  0.9179688
865, -0.4411914,  0.9355469
866, -0.4335352,  0.9257812
867, -0.4335352,  0.9257812
868, -0.4258789,  0.9160156
869, -0.4239648,  0.9082031
870, -0.4201367,  0.9023438
871, -0.4191797,  0.9101562
