# Number of parallel processes = 100
# Number of equilibration samples = 10000
# Number of samples = 1000000
#               Iteration           Blocking Level n                 Starting K             Approximate Kc
                        1,                         0,             -0.4400000000,             -0.4413292658
                        1,                         1,             -0.4400000000,             -0.4404266727
                        1,                         2,             -0.4400000000,             -0.4403131062
                        1,                         3,             -0.4400000000,             -0.4403016019
                        1,                         4,             -0.4400000000,             -0.4402985574
                        1,                         5,             -0.4400000000,             -0.4402807798
                        2,                         0,             -0.4402807798,             -0.4415008333
                        2,                         1,             -0.4402807798,             -0.4405846180
                        2,                         2,             -0.4402807798,             -0.4404752694
                        2,                         3,             -0.4402807798,             -0.4404778570
                        2,                         4,             -0.4402807798,             -0.4404714682
                        2,                         5,             -0.4402807798,             -0.4404597702
                        3,                         0,             -0.4404597702,             -0.4416023306
                        3,                         1,             -0.4404597702,             -0.4406766789
                        3,                         2,             -0.4404597702,             -0.4405619453
                        3,                         3,             -0.4404597702,             -0.4405629652
                        3,                         4,             -0.4404597702,             -0.4405669889
                        3,                         5,             -0.4404597702,             -0.4405591686
                        4,                         0,             -0.4405591686,             -0.4416496195
                        4,                         1,             -0.4405591686,             -0.4407343763
                        4,                         2,             -0.4405591686,             -0.4406196126
                        4,                         3,             -0.4405591686,             -0.4406187708
                        4,                         4,             -0.4405591686,             -0.4406264259
                        4,                         5,             -0.4405591686,             -0.4406227572
                        5,                         0,             -0.4406227572,             -0.4416808606
                        5,                         1,             -0.4406227572,             -0.4407636840
                        5,                         2,             -0.4406227572,             -0.4406539348
                        5,                         3,             -0.4406227572,             -0.4406528057
                        5,                         4,             -0.4406227572,             -0.4406538073
                        5,                         5,             -0.4406227572,             -0.4406571894
                        6,                         0,             -0.4406571894,             -0.4417294812
                        6,                         1,             -0.4406571894,             -0.4408112034
                        6,                         2,             -0.4406571894,             -0.4406999054
                        6,                         3,             -0.4406571894,             -0.4406977566
                        6,                         4,             -0.4406571894,             -0.4407038813
                        6,                         5,             -0.4406571894,             -0.4406870744
                        7,                         0,             -0.4406870744,             -0.4417205376
                        7,                         1,             -0.4406870744,             -0.4407922938
                        7,                         2,             -0.4406870744,             -0.4406798724
                        7,                         3,             -0.4406870744,             -0.4406778600
                        7,                         4,             -0.4406870744,             -0.4406807760
                        7,                         5,             -0.4406870744,             -0.4406647340
                        8,                         0,             -0.4406647340,             -0.4417255018
                        8,                         1,             -0.4406647340,             -0.4407995981
                        8,                         2,             -0.4406647340,             -0.4406887179
                        8,                         3,             -0.4406647340,             -0.4406904168
                        8,                         4,             -0.4406647340,             -0.4406935225
                        8,                         5,             -0.4406647340,             -0.4406870878
                        9,                         0,             -0.4406870878,             -0.4417304669
                        9,                         1,             -0.4406870878,             -0.4408118051
                        9,                         2,             -0.4406870878,             -0.4406970564
                        9,                         3,             -0.4406870878,             -0.4406940428
                        9,                         4,             -0.4406870878,             -0.4406869705
                        9,                         5,             -0.4406870878,             -0.4406978381
                       10,                         0,             -0.4406978381,             -0.4417350770
                       10,                         1,             -0.4406978381,             -0.4408178357
                       10,                         2,             -0.4406978381,             -0.4407028854
                       10,                         3,             -0.4406978381,             -0.4406979130
                       10,                         4,             -0.4406978381,             -0.4406950617
                       10,                         5,             -0.4406978381,             -0.4406955802
