# Number of parallel processes = 100
# Number of equilibration samples = 10000
# Number of samples = 1000000
#               Iteration           Blocking Level n                 Starting K             Approximate Kc
                        1,                         0,             -0.4400000000,             -0.4417429398
                        1,                         1,             -0.4400000000,             -0.4404577112
                        1,                         2,             -0.4400000000,             -0.4402638848
                        1,                         3,             -0.4400000000,             -0.4402975527
                        2,                         0,             -0.4402975527,             -0.4419345087
                        2,                         1,             -0.4402975527,             -0.4406377549
                        2,                         2,             -0.4402975527,             -0.4404197515
                        2,                         3,             -0.4402975527,             -0.4404122464
                        3,                         0,             -0.4404122464,             -0.4419870458
                        3,                         1,             -0.4404122464,             -0.4406963015
                        3,                         2,             -0.4404122464,             -0.4404965177
                        3,                         3,             -0.4404122464,             -0.4405296295
                        4,                         0,             -0.4405296295,             -0.4420056458
                        4,                         1,             -0.4405296295,             -0.4406817607
                        4,                         2,             -0.4405296295,             -0.4404945324
                        4,                         3,             -0.4405296295,             -0.4404765436
                        5,                         0,             -0.4404765436,             -0.4419722572
                        5,                         1,             -0.4404765436,             -0.4407087665
                        5,                         2,             -0.4404765436,             -0.4405480656
                        5,                         3,             -0.4404765436,             -0.4405866645
                        6,                         0,             -0.4405866645,             -0.4421019084
                        6,                         1,             -0.4405866645,             -0.4408150982
                        6,                         2,             -0.4405866645,             -0.4406348758
                        6,                         3,             -0.4405866645,             -0.4406418885
                        7,                         0,             -0.4406418885,             -0.4421929599
                        7,                         1,             -0.4406418885,             -0.4409093170
                        7,                         2,             -0.4406418885,             -0.4407017631
                        7,                         3,             -0.4406418885,             -0.4407166004
                        8,                         0,             -0.4407166004,             -0.4420843888
                        8,                         1,             -0.4407166004,             -0.4407896781
                        8,                         2,             -0.4407166004,             -0.4405860023
                        8,                         3,             -0.4407166004,             -0.4405948533
                        9,                         0,             -0.4405948533,             -0.4421541810
                        9,                         1,             -0.4405948533,             -0.4408558423
                        9,                         2,             -0.4405948533,             -0.4406936013
                        9,                         3,             -0.4405948533,             -0.4407420533
                       10,                         0,             -0.4407420533,             -0.4422390435
                       10,                         1,             -0.4407420533,             -0.4409602880
                       10,                         2,             -0.4407420533,             -0.4407860115
                       10,                         3,             -0.4407420533,             -0.4408086401
                       11,                         0,             -0.4408086401,             -0.4422468222
                       11,                         1,             -0.4408086401,             -0.4409323563
                       11,                         2,             -0.4408086401,             -0.4407515119
                       11,                         3,             -0.4408086401,             -0.4407461059
                       12,                         0,             -0.4407461059,             -0.4421348953
                       12,                         1,             -0.4407461059,             -0.4408040182
                       12,                         2,             -0.4407461059,             -0.4405837930
                       12,                         3,             -0.4407461059,             -0.4405664878
                       13,                         0,             -0.4405664878,             -0.4421070878
                       13,                         1,             -0.4405664878,             -0.4408029765
                       13,                         2,             -0.4405664878,             -0.4406191819
                       13,                         3,             -0.4405664878,             -0.4405675120
                       14,                         0,             -0.4405675120,             -0.4420491858
                       14,                         1,             -0.4405675120,             -0.4407203299
                       14,                         2,             -0.4405675120,             -0.4405129129
                       14,                         3,             -0.4405675120,             -0.4405075649
                       15,                         0,             -0.4405075649,             -0.4420740251
                       15,                         1,             -0.4405075649,             -0.4407975235
                       15,                         2,             -0.4405075649,             -0.4406421127
                       15,                         3,             -0.4405075649,             -0.4406289930
                       16,                         0,             -0.4406289930,             -0.4421189549
                       16,                         1,             -0.4406289930,             -0.4408099298
                       16,                         2,             -0.4406289930,             -0.4406051099
                       16,                         3,             -0.4406289930,             -0.4406169087
                       17,                         0,             -0.4406169087,             -0.4419902674
                       17,                         1,             -0.4406169087,             -0.4406837049
                       17,                         2,             -0.4406169087,             -0.4404870322
                       17,                         3,             -0.4406169087,             -0.4404654653
                       18,                         0,             -0.4404654653,             -0.4420241519
                       18,                         1,             -0.4404654653,             -0.4407170902
                       18,                         2,             -0.4404654653,             -0.4405346525
                       18,                         3,             -0.4404654653,             -0.4405219341
                       19,                         0,             -0.4405219341,             -0.4420812187
                       19,                         1,             -0.4405219341,             -0.4407847000
                       19,                         2,             -0.4405219341,             -0.4405739158
                       19,                         3,             -0.4405219341,             -0.4405308592
                       20,                         0,             -0.4405308592,             -0.4421610050
                       20,                         1,             -0.4405308592,             -0.4408942888
                       20,                         2,             -0.4405308592,             -0.4406812491
                       20,                         3,             -0.4405308592,             -0.4406971119
                       21,                         0,             -0.4406971119,             -0.4421646625
                       21,                         1,             -0.4406971119,             -0.4408657910
                       21,                         2,             -0.4406971119,             -0.4406827434
                       21,                         3,             -0.4406971119,             -0.4407065595
                       22,                         0,             -0.4407065595,             -0.4421441070
                       22,                         1,             -0.4407065595,             -0.4408135925
                       22,                         2,             -0.4407065595,             -0.4406284094
                       22,                         3,             -0.4407065595,             -0.4406155351
                       23,                         0,             -0.4406155351,             -0.4420990212
                       23,                         1,             -0.4406155351,             -0.4408190267
                       23,                         2,             -0.4406155351,             -0.4406370973
                       23,                         3,             -0.4406155351,             -0.4406783479
                       24,                         0,             -0.4406783479,             -0.4421363030
                       24,                         1,             -0.4406783479,             -0.4408678964
                       24,                         2,             -0.4406783479,             -0.4406623697
                       24,                         3,             -0.4406783479,             -0.4406951968
                       25,                         0,             -0.4406951968,             -0.4422064940
                       25,                         1,             -0.4406951968,             -0.4409017724
                       25,                         2,             -0.4406951968,             -0.4407282346
                       25,                         3,             -0.4406951968,             -0.4407455134
                       26,                         0,             -0.4407455134,             -0.4421851216
                       26,                         1,             -0.4407455134,             -0.4408754350
                       26,                         2,             -0.4407455134,             -0.4406753379
                       26,                         3,             -0.4407455134,             -0.4405992096
                       27,                         0,             -0.4405992096,             -0.4421479683
                       27,                         1,             -0.4405992096,             -0.4408763203
                       27,                         2,             -0.4405992096,             -0.4406855353
                       27,                         3,             -0.4405992096,             -0.4406434292
                       28,                         0,             -0.4406434292,             -0.4421252985
                       28,                         1,             -0.4406434292,             -0.4408023549
                       28,                         2,             -0.4406434292,             -0.4406051227
                       28,                         3,             -0.4406434292,             -0.4406017875
                       29,                         0,             -0.4406017875,             -0.4421015338
                       29,                         1,             -0.4406017875,             -0.4408026075
                       29,                         2,             -0.4406017875,             -0.4406263618
