# Number of parallel processes = 100
# Number of equilibration samples = 10000
# Number of samples = 1000000
#               Iteration           Blocking Level n                 Starting K             Approximate Kc
                        1,                         0,             -0.4400000000,             -0.4415445759
                        1,                         1,             -0.4400000000,             -0.4404935597
                        1,                         2,             -0.4400000000,             -0.4403468642
                        1,                         3,             -0.4400000000,             -0.4403307834
                        1,                         4,             -0.4400000000,             -0.4403116430
                        2,                         0,             -0.4403116430,             -0.4417222700
                        2,                         1,             -0.4403116430,             -0.4406436632
                        2,                         2,             -0.4403116430,             -0.4405065193
                        2,                         3,             -0.4403116430,             -0.4404946568
                        2,                         4,             -0.4403116430,             -0.4405047136
                        3,                         0,             -0.4405047136,             -0.4418116741
                        3,                         1,             -0.4405047136,             -0.4407321353
                        3,                         2,             -0.4405047136,             -0.4405914304
                        3,                         3,             -0.4405047136,             -0.4405961280
                        3,                         4,             -0.4405047136,             -0.4406124815
                        4,                         0,             -0.4406124815,             -0.4418212853
                        4,                         1,             -0.4406124815,             -0.4407546740
                        4,                         2,             -0.4406124815,             -0.4406235785
                        4,                         3,             -0.4406124815,             -0.4406247080
                        4,                         4,             -0.4406124815,             -0.4406539109
                        5,                         0,             -0.4406539109,             -0.4418856449
                        5,                         1,             -0.4406539109,             -0.4408048665
                        5,                         2,             -0.4406539109,             -0.4406728808
                        5,                         3,             -0.4406539109,             -0.4406696485
                        5,                         4,             -0.4406539109,             -0.4406708356
                        6,                         0,             -0.4406708356,             -0.4418968237
                        6,                         1,             -0.4406708356,             -0.4408036463
                        6,                         2,             -0.4406708356,             -0.4406592865
                        6,                         3,             -0.4406708356,             -0.4406404535
                        6,                         4,             -0.4406708356,             -0.4406614239
                        7,                         0,             -0.4406614239,             -0.4419316656
                        7,                         1,             -0.4406614239,             -0.4408459024
                        7,                         2,             -0.4406614239,             -0.4407039833
                        7,                         3,             -0.4406614239,             -0.4407012393
                        7,                         4,             -0.4406614239,             -0.4406944319
                        8,                         0,             -0.4406944319,             -0.4418981903
                        8,                         1,             -0.4406944319,             -0.4407925612
                        8,                         2,             -0.4406944319,             -0.4406494414
                        8,                         3,             -0.4406944319,             -0.4406413198
                        8,                         4,             -0.4406944319,             -0.4406621202
                        9,                         0,             -0.4406621202,             -0.4418851286
                        9,                         1,             -0.4406621202,             -0.4408106026
                        9,                         2,             -0.4406621202,             -0.4406738501
                        9,                         3,             -0.4406621202,             -0.4406679900
                        9,                         4,             -0.4406621202,             -0.4406959585
                       10,                         0,             -0.4406959585,             -0.4419101752
                       10,                         1,             -0.4406959585,             -0.4408247606
                       10,                         2,             -0.4406959585,             -0.4406770999
                       10,                         3,             -0.4406959585,             -0.4406682080
                       10,                         4,             -0.4406959585,             -0.4406643970
                       11,                         0,             -0.4406643970,             -0.4419144051
                       11,                         1,             -0.4406643970,             -0.4408290684
                       11,                         2,             -0.4406643970,             -0.4406961875
                       11,                         3,             -0.4406643970,             -0.4406737975
                       11,                         4,             -0.4406643970,             -0.4406406738
                       12,                         0,             -0.4406406738,             -0.4419099700
                       12,                         1,             -0.4406406738,             -0.4408361764
                       12,                         2,             -0.4406406738,             -0.4406978447
                       12,                         3,             -0.4406406738,             -0.4407009138
                       12,                         4,             -0.4406406738,             -0.4407112895
                       13,                         0,             -0.4407112895,             -0.4419830751
                       13,                         1,             -0.4407112895,             -0.4408985412
                       13,                         2,             -0.4407112895,             -0.4407592794
                       13,                         3,             -0.4407112895,             -0.4407529194
                       13,                         4,             -0.4407112895,             -0.4407591031
                       14,                         0,             -0.4407591031,             -0.4419416525
                       14,                         1,             -0.4407591031,             -0.4408343503
                       14,                         2,             -0.4407591031,             -0.4406908704
                       14,                         3,             -0.4407591031,             -0.4406926367
                       14,                         4,             -0.4407591031,             -0.4406553773
                       15,                         0,             -0.4406553773,             -0.4419018679
                       15,                         1,             -0.4406553773,             -0.4408146227
                       15,                         2,             -0.4406553773,             -0.4406740008
                       15,                         3,             -0.4406553773,             -0.4406650068
                       15,                         4,             -0.4406553773,             -0.4406547622
                       16,                         0,             -0.4406547622,             -0.4418869504
                       16,                         1,             -0.4406547622,             -0.4407986211
                       16,                         2,             -0.4406547622,             -0.4406669867
                       16,                         3,             -0.4406547622,             -0.4406661932
                       16,                         4,             -0.4406547622,             -0.4406556589
                       17,                         0,             -0.4406556589,             -0.4419034772
                       17,                         1,             -0.4406556589,             -0.4408232737
                       17,                         2,             -0.4406556589,             -0.4406878306
                       17,                         3,             -0.4406556589,             -0.4406956269
                       17,                         4,             -0.4406556589,             -0.4406923830
                       18,                         0,             -0.4406923830,             -0.4419643604
                       18,                         1,             -0.4406923830,             -0.4408738441
                       18,                         2,             -0.4406923830,             -0.4407264233
                       18,                         3,             -0.4406923830,             -0.4407232050
                       18,                         4,             -0.4406923830,             -0.4407006494
                       19,                         0,             -0.4407006494,             -0.4418875929
                       19,                         1,             -0.4407006494,             -0.4408118947
                       19,                         2,             -0.4407006494,             -0.4406749339
                       19,                         3,             -0.4407006494,             -0.4406827712
                       19,                         4,             -0.4407006494,             -0.4406881959
                       20,                         0,             -0.4406881959,             -0.4419079748
                       20,                         1,             -0.4406881959,             -0.4408371829
                       20,                         2,             -0.4406881959,             -0.4406996251
                       20,                         3,             -0.4406881959,             -0.4407086877
                       20,                         4,             -0.4406881959,             -0.4407267956
                       21,                         0,             -0.4407267956,             -0.4419679741
                       21,                         1,             -0.4407267956,             -0.4408722876
                       21,                         2,             -0.4407267956,             -0.4407262974
                       21,                         3,             -0.4407267956,             -0.4407302901
                       21,                         4,             -0.4407267956,             -0.4407379759
                       22,                         0,             -0.4407379759,             -0.4419531962
                       22,                         1,             -0.4407379759,             -0.4408683015
                       22,                         2,             -0.4407379759,             -0.4407378055
                       22,                         3,             -0.4407379759,             -0.4407214878
                       22,                         4,             -0.4407379759,             -0.4407334239
                       23,                         0,             -0.4407334239,             -0.4419648467
                       23,                         1,             -0.4407334239,             -0.4408812291
                       23,                         2,             -0.4407334239,             -0.4407342917
                       23,                         3,             -0.4407334239,             -0.4407363669
                       23,                         4,             -0.4407334239,             -0.4407364391
                       24,                         0,             -0.4407364391,             -0.4419312884
                       24,                         1,             -0.4407364391,             -0.4408379201
                       24,                         2,             -0.4407364391,             -0.4407053463
                       24,                         3,             -0.4407364391,             -0.4407071952
                       24,                         4,             -0.4407364391,             -0.4407458300
                       25,                         0,             -0.4407458300,             -0.4419583203
                       25,                         1,             -0.4407458300,             -0.4408904423
                       25,                         2,             -0.4407458300,             -0.4407545581
                       25,                         3,             -0.4407458300,             -0.4407438544
                       25,                         4,             -0.4407458300,             -0.4407541501
                       26,                         0,             -0.4407541501,             -0.4419285007
                       26,                         1,             -0.4407541501,             -0.4408554213
                       26,                         2,             -0.4407541501,             -0.4407177146
                       26,                         3,             -0.4407541501,             -0.4407104327
                       26,                         4,             -0.4407541501,             -0.4407374282
                       27,                         0,             -0.4407374282,             -0.4419478088
                       27,                         1,             -0.4407374282,             -0.4408492465
