# Iteration, E/spin, M/spin
212, -0.2298242, -0.0781250
213, -0.2202148, -0.0136719
214, -0.2178125, -0.0234375
215, -0.2074023, -0.0585938
216, -0.2138086, -0.0468750
217, -0.2025977, -0.0253906
218, -0.2154102,  0.0097656
219, -0.2370312,  0.1054688
220, -0.2234180,  0.0800781
221, -0.2306250,  0.1347656
222, -0.2378320,  0.1484375
223, -0.2458398,  0.1093750
224, -0.2450391,  0.1152344
225, -0.2378320,  0.0703125
226, -0.2498437,  0.0214844
227, -0.2370312,  0.0429688
228, -0.2346289,  0.0468750
229, -0.2378320,  0.0625000
230, -0.2226172,  0.0371094
231, -0.2386328,  0.0488281
232, -0.2266211,  0.0878906
233, -0.2346289,  0.0722656
234, -0.2370312,  0.1015625
235, -0.2378320,  0.0722656
236, -0.2442383,  0.1250000
237, -0.2458398,  0.1113281
238, -0.2386328,  0.1386719
239, -0.2474414,  0.1289062
240, -0.2530469,  0.1523438
241, -0.2442383,  0.1562500
242, -0.2386328,  0.1074219
243, -0.2450391,  0.1093750
244, -0.2290234,  0.0800781
245, -0.2498437,  0.1015625
246, -0.2570508,  0.0449219
247, -0.2506445,  0.0000000
248, -0.2370312,  0.0312500
249, -0.2330273, -0.0097656
250, -0.2354297,  0.0312500
251, -0.2458398, -0.0058594
252, -0.2554492, -0.0625000
253, -0.2442383,  0.0000000
254, -0.2482422,  0.0097656
255, -0.2442383,  0.0117188
256, -0.2362305, -0.0253906
257, -0.2458398, -0.0312500
258, -0.2490430, -0.0410156
259, -0.2562500, -0.0371094
260, -0.2458398, -0.0117188
261, -0.2434375, -0.0195312
262, -0.2258203, -0.0429688
263, -0.2370312,  0.0019531
264, -0.2338281,  0.0078125
265, -0.2442383,  0.0000000
266, -0.2314258,  0.0136719
267, -0.2330273,  0.0136719
268, -0.2434375,  0.0214844
269, -0.2450391,  0.0390625
270, -0.2490430,  0.0253906
271, -0.2498437,  0.0117188
272, -0.2586523,  0.0156250
273, -0.2522461,  0.0078125
274, -0.2362305,  0.0117188
275, -0.2522461,  0.0468750
276, -0.2522461,  0.0507812
277, -0.2346289,  0.0527344
278, -0.2298242,  0.0175781
279, -0.2386328,  0.0546875
280, -0.2474414,  0.0703125
281, -0.2578516,  0.0097656
282, -0.2610547,  0.0371094
283, -0.2442383, -0.0195312
284, -0.2442383, -0.0351562
285, -0.2338281, -0.0136719
286, -0.2458398, -0.0156250
287, -0.2354297,  0.0078125
288, -0.2362305,  0.0253906
289, -0.2154102,  0.0566406
290, -0.2274219,  0.0625000
291, -0.2402344,  0.0468750
292, -0.2402344,  0.1171875
293, -0.2514453,  0.0683594
294, -0.2450391,  0.0175781
295, -0.2418359,  0.0468750
296, -0.2434375,  0.0878906
297, -0.2274219,  0.0468750
298, -0.2370312,  0.0273438
299, -0.2490430,  0.0703125
300, -0.2498437,  0.0117188
301, -0.2306250,  0.0527344
302, -0.2218164,  0.0449219
303, -0.2210156,  0.0585938
304, -0.2226172,  0.0117188
305, -0.2082031,  0.0390625
306, -0.2362305, -0.0312500
307, -0.2482422, -0.0332031
308, -0.2450391, -0.0703125
309, -0.2362305, -0.0781250
310, -0.2562500, -0.0644531
311, -0.2538477, -0.0566406
312, -0.2442383, -0.0449219
313, -0.2250195, -0.0683594
314, -0.2250195, -0.0488281
315, -0.2282227,  0.0507812
316, -0.2330273,  0.1152344
317, -0.2434375,  0.0957031
318, -0.2258203,  0.0937500
319, -0.2370312,  0.1718750
320, -0.2354297,  0.1855469
321, -0.2434375,  0.2382812
322, -0.2522461,  0.2597656
323, -0.2586523,  0.2714844
324, -0.2434375,  0.2324219
325, -0.2466406,  0.2167969
326, -0.2362305,  0.2480469
327, -0.2466406,  0.3125000
328, -0.2338281,  0.2871094
329, -0.2450391,  0.3261719
330, -0.2338281,  0.3554688
331, -0.2330273,  0.3261719
332, -0.2290234,  0.3496094
333, -0.2410352,  0.3300781
334, -0.2418359,  0.3222656
335, -0.2394336,  0.2968750
336, -0.2442383,  0.2519531
337, -0.2642578,  0.2812500
338, -0.2562500,  0.2539062
339, -0.2490430,  0.2402344
340, -0.2434375,  0.2402344
341, -0.2554492,  0.2871094
342, -0.2426367,  0.2734375
343, -0.2434375,  0.2597656
344, -0.2666602,  0.2910156
345, -0.2674609,  0.2968750
346, -0.2706641,  0.3125000
347, -0.2498437,  0.3164062
348, -0.2522461,  0.3125000
349, -0.2586523,  0.2988281
350, -0.2482422,  0.3066406
351, -0.2274219,  0.2949219
352, -0.2362305,  0.3320312
353, -0.2506445,  0.3027344
354, -0.2586523,  0.3437500
355, -0.2490430,  0.3613281
356, -0.2450391,  0.3613281
357, -0.2666602,  0.3925781
358, -0.2658594,  0.3574219
359, -0.2610547,  0.3398438
360, -0.2434375,  0.3398438
361, -0.2282227,  0.2773438
362, -0.2378320,  0.2734375
363, -0.2466406,  0.2382812
364, -0.2410352,  0.1933594
365, -0.2322266,  0.1914062
366, -0.2250195,  0.1328125
367, -0.2234180,  0.1660156
368, -0.2226172,  0.1367188
369, -0.2386328,  0.1386719
370, -0.2434375,  0.1679688
371, -0.2370312,  0.0976562
372, -0.2298242,  0.0742188
373, -0.2322266,  0.0820312
374, -0.2314258,  0.1113281
375, -0.2322266,  0.1250000
376, -0.2266211,  0.1171875
377, -0.2210156,  0.1367188
378, -0.2138086,  0.0937500
379, -0.2290234,  0.0742188
380, -0.2186133,  0.1152344
381, -0.2338281,  0.0429688
382, -0.2098047,  0.0742188
383, -0.1985937,  0.0957031
384, -0.2194141,  0.1191406
385, -0.2194141,  0.1191406
386, -0.2146094,  0.1367188
387, -0.2338281,  0.1054688
388, -0.2202148,  0.0820312
389, -0.2098047,  0.0410156
390, -0.2162109,  0.0761719
391, -0.2354297,  0.1191406
392, -0.2434375,  0.1093750
393, -0.2402344,  0.0761719
394, -0.2498437,  0.0898438
395, -0.2386328,  0.0546875
396, -0.2242187,  0.0683594
397, -0.2330273,  0.1289062
398, -0.2274219,  0.1269531
399, -0.2154102,  0.0957031
400, -0.2178125,  0.1699219
401, -0.2082031,  0.1660156
402, -0.2162109,  0.1933594
403, -0.2041992,  0.2578125
404, -0.2338281,  0.3183594
405, -0.2426367,  0.3261719
406, -0.2546484,  0.3515625
407, -0.2506445,  0.3242188
408, -0.2618555,  0.3417969
409, -0.2602539,  0.3417969
410, -0.2466406,  0.3476562
411, -0.2538477,  0.3574219
412, -0.2610547,  0.3789062
413, -0.2594531,  0.3652344
414, -0.2362305,  0.2929688
415, -0.2314258,  0.2539062
416, -0.2402344,  0.2519531
417, -0.2386328,  0.2636719
418, -0.2298242,  0.2597656
419, -0.2266211,  0.2675781
420, -0.2354297,  0.2382812
421, -0.2530469,  0.3593750
422, -0.2530469,  0.3925781
423, -0.2490430,  0.3183594
424, -0.2306250,  0.3320312
425, -0.2338281,  0.3535156
426, -0.2306250,  0.3574219
427, -0.2458398,  0.3808594
428, -0.2354297,  0.3359375
429, -0.2410352,  0.3417969
430, -0.2442383,  0.3417969
431, -0.2346289,  0.3847656
432, -0.2450391,  0.3847656
433, -0.2354297,  0.3535156
434, -0.2186133,  0.3476562
435, -0.2394336,  0.3925781
436, -0.2194141,  0.3671875
437, -0.2290234,  0.3417969
438, -0.2290234,  0.3476562
439, -0.2106055,  0.3476562
440, -0.2314258,  0.3730469
441, -0.2466406,  0.3808594
442, -0.2394336,  0.4121094
443, -0.2450391,  0.3906250
444, -0.2474414,  0.3515625
445, -0.2522461,  0.3632812
446, -0.2346289,  0.3730469
447, -0.2458398,  0.3593750
448, -0.2386328,  0.3437500
449, -0.2314258,  0.3125000
450, -0.2410352,  0.3515625
451, -0.2370312,  0.3359375
452, -0.2386328,  0.3300781
453, -0.2370312,  0.3632812
454, -0.2378320,  0.3867188
455, -0.2418359,  0.3789062
456, -0.2434375,  0.3691406
457, -0.2378320,  0.3750000
458, -0.2410352,  0.3984375
459, -0.2426367,  0.3691406
460, -0.2466406,  0.4121094
461, -0.2418359,  0.4453125
462, -0.2450391,  0.3867188
463, -0.2434375,  0.3867188
464, -0.2226172,  0.3554688
465, -0.2434375,  0.3457031
466, -0.2418359,  0.3828125
467, -0.2338281,  0.3691406
468, -0.2594531,  0.4296875
469, -0.2634570,  0.4531250
470, -0.2610547,  0.4687500
471, -0.2682617,  0.5273438
472, -0.2450391,  0.4921875
473, -0.2642578,  0.5195312
474, -0.2602539,  0.5156250
475, -0.2386328,  0.5390625
476, -0.2474414,  0.5507812
477, -0.2386328,  0.5195312
478, -0.2426367,  0.5097656
479, -0.2474414,  0.5312500
480, -0.2578516,  0.5605469
481, -0.2602539,  0.5703125
482, -0.2666602,  0.5683594
483, -0.2530469,  0.5390625
484, -0.2458398,  0.5703125
485, -0.2370312,  0.5214844
486, -0.2506445,  0.4902344
487, -0.2626562,  0.5078125
488, -0.2514453,  0.4941406
489, -0.2522461,  0.4394531
490, -0.2562500,  0.4277344
491, -0.2402344,  0.4082031
492, -0.2570508,  0.4589844
493, -0.2634570,  0.4824219
494, -0.2738672,  0.5371094
495, -0.2562500,  0.5195312
496, -0.2450391,  0.5000000
497, -0.2474414,  0.5175781
498, -0.2458398,  0.5351562
499, -0.2450391,  0.5195312
500, -0.2522461,  0.5156250
501, -0.2594531,  0.5585938
502, -0.2658594,  0.5937500
503, -0.2482422,  0.5937500
504, -0.2418359,  0.5605469
505, -0.2458398,  0.5722656
506, -0.2746680,  0.5605469
507, -0.2674609,  0.5761719
508, -0.2682617,  0.5820312
509, -0.2490430,  0.5566406
510, -0.2394336,  0.5605469
511, -0.2290234,  0.5273438
512, -0.2554492,  0.5566406
513, -0.2698633,  0.5605469
514, -0.2610547,  0.5136719
515, -0.2418359,  0.4589844
516, -0.2266211,  0.4687500
517, -0.2346289,  0.5273438
518, -0.2482422,  0.5292969
519, -0.2490430,  0.5117188
520, -0.2538477,  0.4765625
521, -0.2458398,  0.4628906
522, -0.2338281,  0.4101562
523, -0.2506445,  0.4003906
524, -0.2442383,  0.4101562
525, -0.2394336,  0.4257812
526, -0.2426367,  0.3945312
527, -0.2482422,  0.4238281
528, -0.2610547,  0.4746094
529, -0.2578516,  0.5078125
530, -0.2602539,  0.4667969
531, -0.2722656,  0.4726562
532, -0.2658594,  0.4804688
533, -0.2514453,  0.4433594
534, -0.2522461,  0.4492188
535, -0.2530469,  0.4453125
536, -0.2562500,  0.4765625
537, -0.2634570,  0.4726562
538, -0.2570508,  0.4453125
539, -0.2498437,  0.4023438
540, -0.2514453,  0.4003906
541, -0.2506445,  0.4433594
542, -0.2386328,  0.4257812
543, -0.2330273,  0.4160156
544, -0.2274219,  0.4531250
545, -0.2458398,  0.4785156
546, -0.2546484,  0.5117188
547, -0.2722656,  0.5136719
548, -0.2786719,  0.5000000
549, -0.2586523,  0.5175781
550, -0.2482422,  0.4902344
551, -0.2578516,  0.4824219
552, -0.2554492,  0.4746094
553, -0.2738672,  0.4863281
554, -0.2738672,  0.4707031
555, -0.2674609,  0.4785156
556, -0.2618555,  0.4570312
557, -0.2378320,  0.4453125
558, -0.2418359,  0.4589844
559, -0.2482422,  0.4921875
560, -0.2290234,  0.4375000
561, -0.2386328,  0.4941406
562, -0.2330273,  0.4921875
563, -0.2434375,  0.5371094
564, -0.2490430,  0.5468750
565, -0.2538477,  0.5585938
566, -0.2562500,  0.5058594
567, -0.2650586,  0.5507812
568, -0.2610547,  0.5839844
569, -0.2714648,  0.5878906
570, -0.2698633,  0.5390625
571, -0.2642578,  0.5312500
572, -0.2490430,  0.5019531
573, -0.2722656,  0.5117188
574, -0.2506445,  0.4667969
575, -0.2514453,  0.4218750
576, -0.2594531,  0.3867188
577, -0.2378320,  0.3691406
578, -0.2410352,  0.3320312
579, -0.2370312,  0.3300781
580, -0.2282227,  0.3105469
581, -0.2330273,  0.3320312
582, -0.2410352,  0.3554688
583, -0.2450391,  0.3691406
584, -0.2538477,  0.3925781
585, -0.2234180,  0.3710938
586, -0.2338281,  0.3847656
587, -0.2354297,  0.3593750
588, -0.2490430,  0.4414062
589, -0.2330273,  0.4160156
590, -0.2370312,  0.3828125
591, -0.2514453,  0.3671875
592, -0.2578516,  0.3378906
593, -0.2442383,  0.3535156
594, -0.2434375,  0.3320312
595, -0.2426367,  0.3457031
596, -0.2402344,  0.3457031
597, -0.2394336,  0.3476562
598, -0.2282227,  0.3535156
599, -0.2330273,  0.3125000
600, -0.2210156,  0.3359375
601, -0.2306250,  0.2597656
602, -0.2258203,  0.2441406
603, -0.2402344,  0.2910156
604, -0.2274219,  0.2929688
605, -0.2130078,  0.2304688
606, -0.2290234,  0.2246094
607, -0.2194141,  0.1679688
608, -0.2122070,  0.1269531
609, -0.2058008,  0.1992188
610, -0.2090039,  0.2011719
611, -0.2130078,  0.2128906
612, -0.2154102,  0.2265625
613, -0.2202148,  0.2500000
614, -0.2274219,  0.2167969
615, -0.2066016,  0.1503906
616, -0.2009961,  0.1347656
617, -0.2138086,  0.1269531
618, -0.2266211,  0.1425781
619, -0.2202148,  0.1171875
620, -0.2346289,  0.1601562
621, -0.2250195,  0.1679688
622, -0.2258203,  0.1582031
623, -0.2074023,  0.1269531
624, -0.2138086,  0.1601562
625, -0.2282227,  0.1484375
626, -0.2226172,  0.2109375
627, -0.2234180,  0.1679688
628, -0.2442383,  0.1738281
629, -0.2386328,  0.1699219
630, -0.2266211,  0.0878906
631, -0.2306250,  0.0761719
632, -0.2378320,  0.0566406
633, -0.2410352,  0.0800781
634, -0.2354297,  0.0839844
635, -0.2354297,  0.0273438
636, -0.2410352, -0.0097656
637, -0.2418359,  0.0156250
638, -0.2410352,  0.0058594
639, -0.2362305,  0.0000000
640, -0.2370312, -0.0136719
641, -0.2474414, -0.0234375
642, -0.2506445, -0.0390625
643, -0.2498437, -0.0507812
644, -0.2490430, -0.0781250
645, -0.2378320, -0.1093750
646, -0.2274219, -0.1250000
647, -0.2242187, -0.1425781
648, -0.2274219, -0.1464844
649, -0.2274219, -0.1191406
650, -0.2074023, -0.0937500
651, -0.2322266, -0.1171875
652, -0.2242187, -0.0898438
653, -0.2346289, -0.0195312
654, -0.2306250, -0.0253906
655, -0.2394336, -0.0097656
656, -0.2554492, -0.0468750
657, -0.2434375, -0.0312500
658, -0.2474414,  0.0429688
659, -0.2346289,  0.0664062
660, -0.2210156,  0.0761719
661, -0.2362305,  0.0937500
662, -0.2306250,  0.0605469
663, -0.2362305,  0.0566406
664, -0.2426367,  0.0742188
665, -0.2370312,  0.0625000
666, -0.2442383,  0.0917969
667, -0.2394336,  0.0039062
668, -0.2338281,  0.0234375
669, -0.2234180,  0.0390625
670, -0.2058008,  0.0253906
671, -0.2322266,  0.0019531
672, -0.2394336, -0.0449219
673, -0.2546484, -0.0390625
674, -0.2546484, -0.0742188
675, -0.2434375, -0.0156250
676, -0.2330273,  0.0000000
677, -0.2338281, -0.0175781
678, -0.2106055, -0.0234375
679, -0.2186133,  0.0449219
680, -0.2298242,  0.1191406
681, -0.2258203,  0.1210938
682, -0.2314258,  0.1054688
683, -0.2330273,  0.0859375
684, -0.2362305,  0.0585938
685, -0.2426367,  0.0683594
686, -0.2418359,  0.0644531
687, -0.2474414,  0.0058594
688, -0.2322266,  0.0078125
689, -0.2410352,  0.0429688
690, -0.2362305,  0.0585938
691, -0.2298242,  0.0546875
692, -0.2226172,  0.1074219
693, -0.2314258,  0.0976562
694, -0.2290234,  0.1367188
695, -0.2306250,  0.1015625
696, -0.2202148,  0.1230469
697, -0.2394336,  0.2050781
698, -0.2330273,  0.1816406
699, -0.2330273,  0.2617188
700, -0.2378320,  0.2617188
701, -0.2314258,  0.2714844
702, -0.2506445,  0.2558594
703, -0.2370312,  0.2578125
704, -0.2386328,  0.2441406
705, -0.2402344,  0.1953125
706, -0.2562500,  0.2031250
707, -0.2490430,  0.1816406
708, -0.2402344,  0.1757812
709, -0.2370312,  0.1484375
710, -0.2482422,  0.0937500
711, -0.2330273,  0.1230469
712, -0.2482422,  0.1152344
713, -0.2426367,  0.0898438
714, -0.2402344,  0.0976562
715, -0.2426367,  0.1250000
716, -0.2258203,  0.0957031
717, -0.2530469,  0.0800781
718, -0.2570508,  0.0703125
719, -0.2450391,  0.1269531
720, -0.2402344,  0.0957031
721, -0.2530469,  0.0722656
722, -0.2346289,  0.0273438
723, -0.2314258,  0.0644531
724, -0.2146094,  0.0917969
725, -0.2154102,  0.0976562
726, -0.2194141,  0.1093750
727, -0.2218164,  0.1191406
728, -0.2346289,  0.1269531
729, -0.2330273,  0.1621094
730, -0.2114062,  0.1933594
731, -0.2354297,  0.1660156
732, -0.2274219,  0.1445312
733, -0.2466406,  0.1406250
734, -0.2370312,  0.1875000
735, -0.2362305,  0.1640625
736, -0.2122070,  0.1601562
737, -0.2162109,  0.1640625
738, -0.2226172,  0.2148438
739, -0.2354297,  0.1542969
740, -0.2418359,  0.2070312
741, -0.2378320,  0.1894531
742, -0.2282227,  0.2109375
743, -0.2402344,  0.1953125
744, -0.2394336,  0.1679688
745, -0.2242187,  0.0937500
746, -0.2490430,  0.1250000
747, -0.2466406,  0.0976562
748, -0.2626562,  0.0546875
749, -0.2682617,  0.0996094
750, -0.2626562,  0.0839844
751, -0.2618555,  0.0351562
752, -0.2450391,  0.0703125
753, -0.2546484,  0.0839844
754, -0.2322266,  0.0820312
755, -0.2194141,  0.0761719
756, -0.2234180,  0.0546875
757, -0.2242187,  0.0175781
758, -0.2106055, -0.0078125
759, -0.2138086,  0.0488281
760, -0.2170117,  0.0000000
761, -0.2218164, -0.0136719
762, -0.2298242, -0.0039062
763, -0.2250195, -0.0136719
764, -0.2258203, -0.0078125
765, -0.2394336,  0.0429688
766, -0.2338281,  0.0546875
767, -0.2282227,  0.0644531
768, -0.2282227,  0.0898438
769, -0.2017969,  0.0703125
770, -0.2234180,  0.0195312
771, -0.2330273,  0.0175781
772, -0.2482422,  0.0292969
773, -0.2554492, -0.0019531
774, -0.2618555,  0.0449219
775, -0.2666602,  0.0527344
776, -0.2546484,  0.0488281
777, -0.2514453,  0.0976562
778, -0.2434375,  0.0839844
779, -0.2346289,  0.0683594
780, -0.2386328,  0.0585938
781, -0.2234180, -0.0019531
782, -0.2266211, -0.0332031
783, -0.2402344,  0.0195312
784, -0.2434375, -0.0097656
785, -0.2354297, -0.0546875
786, -0.2370312, -0.1015625
787, -0.2402344, -0.0878906
788, -0.2258203, -0.1035156
789, -0.2330273, -0.0781250
790, -0.2410352, -0.1308594
791, -0.2434375, -0.1035156
792, -0.2418359, -0.0937500
793, -0.2562500, -0.0664062
794, -0.2426367, -0.0312500
795, -0.2378320,  0.0058594
796, -0.2434375, -0.0214844
797, -0.2410352, -0.0039062
798, -0.2354297,  0.0449219
799, -0.2274219,  0.0507812
800, -0.2178125, -0.0078125
801, -0.2074023,  0.0527344
802, -0.2250195,  0.0371094
803, -0.2066016,  0.0351562
804, -0.2226172,  0.0214844
805, -0.2146094,  0.0546875
806, -0.2130078,  0.0742188
807, -0.2066016,  0.0644531
808, -0.1993945,  0.0937500
809, -0.2001953,  0.0839844
810, -0.2066016,  0.0898438
811, -0.1985937,  0.0253906
812, -0.2178125,  0.0527344
813, -0.2098047,  0.0976562
814, -0.2090039,  0.0878906
815, -0.2098047,  0.1269531
816, -0.2258203,  0.1640625
817, -0.2338281,  0.1894531
818, -0.2346289,  0.1601562
819, -0.2362305,  0.1835938
820, -0.2178125,  0.1835938
821, -0.2170117,  0.1152344
822, -0.2346289,  0.1621094
823, -0.2346289,  0.1503906
824, -0.2338281,  0.2148438
825, -0.2442383,  0.1582031
826, -0.2202148,  0.1230469
827, -0.2266211,  0.0996094
828, -0.2370312,  0.1035156
829, -0.2426367,  0.1660156
830, -0.2442383,  0.1679688
831, -0.2538477,  0.2031250
832, -0.2650586,  0.2304688
833, -0.2578516,  0.2539062
834, -0.2426367,  0.2558594
835, -0.2298242,  0.2128906
836, -0.2394336,  0.1738281
837, -0.2386328,  0.1621094
838, -0.2426367,  0.0957031
839, -0.2442383,  0.1054688
840, -0.2482422,  0.0546875
841, -0.2458398,  0.0566406
842, -0.2394336,  0.0625000
843, -0.2522461,  0.0664062
844, -0.2634570,  0.1171875
845, -0.2530469,  0.1425781
846, -0.2554492,  0.1367188
847, -0.2298242,  0.1210938
848, -0.2362305,  0.1328125
849, -0.2370312,  0.2109375
850, -0.2394336,  0.2656250
851, -0.2410352,  0.2304688
852, -0.2370312,  0.2148438
853, -0.2434375,  0.1718750
854, -0.2330273,  0.1445312
855, -0.2546484,  0.1367188
856, -0.2418359,  0.1855469
857, -0.2410352,  0.2089844
858, -0.2410352,  0.1914062
859, -0.2538477,  0.1777344
860, -0.2458398,  0.1738281
861, -0.2594531,  0.1660156
862, -0.2402344,  0.1386719
863, -0.2250195,  0.1328125
864, -0.2330273,  0.1523438
865, -0.2434375,  0.1503906
866, -0.2530469,  0.1835938
867, -0.2378320,  0.1679688
868, -0.2482422,  0.1914062
869, -0.2434375,  0.2265625
870, -0.2514453,  0.2343750
871, -0.2578516,  0.2441406
